D:\SoftWare\Anaconda3\envs\wupytorch3.8\python.exe F:\光谱\光谱检测吡虫啉\SEAttention_1DCNN_regression2.py 
DATA1
Training Fold 1/5
Fold 1, Epoch 100/4000, Train Loss: 2.89, Val Loss: 2.06, R2: 0.54, RMSE: 1.43, RPD: 1.47
Fold 1, Epoch 200/4000, Train Loss: 2.14, Val Loss: 1.45, R2: 0.67, RMSE: 1.21, RPD: 1.75
Fold 1, Epoch 300/4000, Train Loss: 1.82, Val Loss: 1.38, R2: 0.69, RMSE: 1.17, RPD: 1.79
Fold 1, Epoch 400/4000, Train Loss: 2.08, Val Loss: 1.15, R2: 0.74, RMSE: 1.07, RPD: 1.97
Fold 1, Epoch 500/4000, Train Loss: 2.22, Val Loss: 2.06, R2: 0.54, RMSE: 1.43, RPD: 1.47
Fold 1, Epoch 600/4000, Train Loss: 1.90, Val Loss: 1.37, R2: 0.69, RMSE: 1.17, RPD: 1.80
Fold 1, Epoch 700/4000, Train Loss: 1.28, Val Loss: 1.29, R2: 0.71, RMSE: 1.13, RPD: 1.86
Fold 1, Epoch 800/4000, Train Loss: 1.12, Val Loss: 1.05, R2: 0.76, RMSE: 1.03, RPD: 2.05
Fold 1, Epoch 900/4000, Train Loss: 1.14, Val Loss: 1.08, R2: 0.76, RMSE: 1.04, RPD: 2.03
Fold 1, Epoch 1000/4000, Train Loss: 1.08, Val Loss: 1.16, R2: 0.74, RMSE: 1.08, RPD: 1.96
Fold 1, Epoch 1100/4000, Train Loss: 0.97, Val Loss: 1.10, R2: 0.75, RMSE: 1.05, RPD: 2.01
Fold 1, Epoch 1200/4000, Train Loss: 0.75, Val Loss: 0.98, R2: 0.78, RMSE: 0.99, RPD: 2.13
Fold 1, Epoch 1300/4000, Train Loss: 0.88, Val Loss: 1.13, R2: 0.75, RMSE: 1.06, RPD: 1.98
Fold 1, Epoch 1400/4000, Train Loss: 0.65, Val Loss: 1.03, R2: 0.77, RMSE: 1.01, RPD: 2.08
Fold 1, Epoch 1500/4000, Train Loss: 0.90, Val Loss: 1.03, R2: 0.77, RMSE: 1.02, RPD: 2.07
Fold 1, Epoch 1600/4000, Train Loss: 0.76, Val Loss: 0.85, R2: 0.81, RMSE: 0.92, RPD: 2.28
Fold 1, Epoch 1700/4000, Train Loss: 0.58, Val Loss: 0.90, R2: 0.80, RMSE: 0.95, RPD: 2.23
Fold 1, Epoch 1800/4000, Train Loss: 0.60, Val Loss: 1.11, R2: 0.75, RMSE: 1.05, RPD: 2.00
Fold 1, Epoch 1900/4000, Train Loss: 0.66, Val Loss: 0.94, R2: 0.79, RMSE: 0.97, RPD: 2.17
Fold 1, Epoch 2000/4000, Train Loss: 0.66, Val Loss: 1.02, R2: 0.77, RMSE: 1.01, RPD: 2.08
Fold 1, Epoch 2100/4000, Train Loss: 1.08, Val Loss: 0.82, R2: 0.82, RMSE: 0.90, RPD: 2.33
Fold 1, Epoch 2200/4000, Train Loss: 0.72, Val Loss: 0.72, R2: 0.84, RMSE: 0.85, RPD: 2.48
Fold 1, Epoch 2300/4000, Train Loss: 0.63, Val Loss: 0.73, R2: 0.84, RMSE: 0.85, RPD: 2.47
Fold 1, Epoch 2400/4000, Train Loss: 0.55, Val Loss: 0.84, R2: 0.81, RMSE: 0.92, RPD: 2.30
Fold 1, Epoch 2500/4000, Train Loss: 0.57, Val Loss: 0.74, R2: 0.83, RMSE: 0.86, RPD: 2.45
Fold 1, Epoch 2600/4000, Train Loss: 0.51, Val Loss: 0.93, R2: 0.79, RMSE: 0.97, RPD: 2.18
Fold 1, Epoch 2700/4000, Train Loss: 0.50, Val Loss: 0.83, R2: 0.81, RMSE: 0.91, RPD: 2.31
Fold 1, Epoch 2800/4000, Train Loss: 0.53, Val Loss: 0.60, R2: 0.86, RMSE: 0.78, RPD: 2.72
Fold 1, Epoch 2900/4000, Train Loss: 0.55, Val Loss: 1.01, R2: 0.77, RMSE: 1.00, RPD: 2.10
Fold 1, Epoch 3000/4000, Train Loss: 0.63, Val Loss: 0.89, R2: 0.80, RMSE: 0.95, RPD: 2.23
Fold 1, Epoch 3100/4000, Train Loss: 0.61, Val Loss: 0.82, R2: 0.81, RMSE: 0.91, RPD: 2.32
Fold 1, Epoch 3200/4000, Train Loss: 0.45, Val Loss: 0.71, R2: 0.84, RMSE: 0.85, RPD: 2.49
Fold 1, Epoch 3300/4000, Train Loss: 0.55, Val Loss: 0.87, R2: 0.80, RMSE: 0.93, RPD: 2.26
Fold 1, Epoch 3400/4000, Train Loss: 0.56, Val Loss: 0.82, R2: 0.81, RMSE: 0.91, RPD: 2.32
Fold 1, Epoch 3500/4000, Train Loss: 0.48, Val Loss: 0.93, R2: 0.79, RMSE: 0.97, RPD: 2.18
Fold 1, Epoch 3600/4000, Train Loss: 0.51, Val Loss: 0.81, R2: 0.82, RMSE: 0.90, RPD: 2.34
Fold 1, Epoch 3700/4000, Train Loss: 0.45, Val Loss: 0.71, R2: 0.84, RMSE: 0.84, RPD: 2.51
Fold 1, Epoch 3800/4000, Train Loss: 0.52, Val Loss: 0.84, R2: 0.81, RMSE: 0.92, RPD: 2.29
Fold 1, Epoch 3900/4000, Train Loss: 0.46, Val Loss: 0.78, R2: 0.82, RMSE: 0.88, RPD: 2.39
Fold 1, Epoch 4000/4000, Train Loss: 0.48, Val Loss: 0.64, R2: 0.86, RMSE: 0.80, RPD: 2.64
Fold 1, Epoch 4000/4000, Val Loss: 0.50, R2: 0.89, RMSE: 0.71, RPD: 2.97

Training Fold 2/5
Fold 2, Epoch 100/4000, Train Loss: 2.96, Val Loss: 3.30, R2: 0.22, RMSE: 1.82, RPD: 1.13
Fold 2, Epoch 200/4000, Train Loss: 2.51, Val Loss: 2.73, R2: 0.36, RMSE: 1.65, RPD: 1.25
Fold 2, Epoch 300/4000, Train Loss: 1.93, Val Loss: 2.20, R2: 0.48, RMSE: 1.48, RPD: 1.39
Fold 2, Epoch 400/4000, Train Loss: 2.17, Val Loss: 1.77, R2: 0.58, RMSE: 1.33, RPD: 1.55
Fold 2, Epoch 500/4000, Train Loss: 1.58, Val Loss: 1.62, R2: 0.62, RMSE: 1.27, RPD: 1.62
Fold 2, Epoch 600/4000, Train Loss: 1.34, Val Loss: 1.86, R2: 0.56, RMSE: 1.36, RPD: 1.51
Fold 2, Epoch 700/4000, Train Loss: 1.50, Val Loss: 1.55, R2: 0.63, RMSE: 1.25, RPD: 1.65
Fold 2, Epoch 800/4000, Train Loss: 1.39, Val Loss: 1.53, R2: 0.64, RMSE: 1.24, RPD: 1.67
Fold 2, Epoch 900/4000, Train Loss: 1.34, Val Loss: 1.42, R2: 0.66, RMSE: 1.19, RPD: 1.73
Fold 2, Epoch 1000/4000, Train Loss: 1.14, Val Loss: 1.52, R2: 0.64, RMSE: 1.23, RPD: 1.67
Fold 2, Epoch 1100/4000, Train Loss: 1.13, Val Loss: 1.27, R2: 0.70, RMSE: 1.13, RPD: 1.83
Fold 2, Epoch 1200/4000, Train Loss: 0.89, Val Loss: 1.37, R2: 0.68, RMSE: 1.17, RPD: 1.76
Fold 2, Epoch 1300/4000, Train Loss: 1.01, Val Loss: 1.20, R2: 0.72, RMSE: 1.10, RPD: 1.88
Fold 2, Epoch 1400/4000, Train Loss: 1.13, Val Loss: 1.28, R2: 0.70, RMSE: 1.13, RPD: 1.82
Fold 2, Epoch 1500/4000, Train Loss: 0.94, Val Loss: 1.38, R2: 0.67, RMSE: 1.18, RPD: 1.75
