D:\SoftWare\Anaconda3\envs\wupytorch3.8\python.exe F:\光谱\光谱检测吡虫啉\SEAttention_1DCNN_regression2.py 
DATA1
Training Fold 1/5
Fold 1, Epoch 100/4000, Train Loss: 3.08, Val Loss: 2.34, R2: 0.47, RMSE: 1.53, RPD: 1.38
Fold 1, Epoch 200/4000, Train Loss: 2.33, Val Loss: 1.73, R2: 0.61, RMSE: 1.31, RPD: 1.60
Fold 1, Epoch 300/4000, Train Loss: 1.85, Val Loss: 1.68, R2: 0.62, RMSE: 1.30, RPD: 1.63
Fold 1, Epoch 400/4000, Train Loss: 2.06, Val Loss: 1.48, R2: 0.67, RMSE: 1.22, RPD: 1.73
Fold 1, Epoch 500/4000, Train Loss: 1.74, Val Loss: 1.94, R2: 0.56, RMSE: 1.39, RPD: 1.51
Fold 1, Epoch 600/4000, Train Loss: 1.82, Val Loss: 1.28, R2: 0.71, RMSE: 1.13, RPD: 1.86
Fold 1, Epoch 700/4000, Train Loss: 1.30, Val Loss: 1.28, R2: 0.71, RMSE: 1.13, RPD: 1.86
Fold 1, Epoch 800/4000, Train Loss: 1.16, Val Loss: 0.87, R2: 0.80, RMSE: 0.94, RPD: 2.25
Fold 1, Epoch 900/4000, Train Loss: 1.01, Val Loss: 0.85, R2: 0.81, RMSE: 0.92, RPD: 2.29
Fold 1, Epoch 1000/4000, Train Loss: 1.24, Val Loss: 1.20, R2: 0.73, RMSE: 1.09, RPD: 1.92
Fold 1, Epoch 1100/4000, Train Loss: 1.02, Val Loss: 1.10, R2: 0.75, RMSE: 1.05, RPD: 2.01
Fold 1, Epoch 1200/4000, Train Loss: 0.68, Val Loss: 1.05, R2: 0.76, RMSE: 1.02, RPD: 2.06
Fold 1, Epoch 1300/4000, Train Loss: 0.78, Val Loss: 0.72, R2: 0.84, RMSE: 0.85, RPD: 2.48
Fold 1, Epoch 1400/4000, Train Loss: 0.59, Val Loss: 1.17, R2: 0.74, RMSE: 1.08, RPD: 1.95
Fold 1, Epoch 1500/4000, Train Loss: 0.78, Val Loss: 0.84, R2: 0.81, RMSE: 0.92, RPD: 2.30
Fold 1, Epoch 1600/4000, Train Loss: 0.81, Val Loss: 0.78, R2: 0.83, RMSE: 0.88, RPD: 2.39
Fold 1, Epoch 1700/4000, Train Loss: 0.56, Val Loss: 0.85, R2: 0.81, RMSE: 0.92, RPD: 2.29
Fold 1, Epoch 1800/4000, Train Loss: 0.67, Val Loss: 0.77, R2: 0.83, RMSE: 0.88, RPD: 2.40
Fold 1, Epoch 1900/4000, Train Loss: 0.59, Val Loss: 0.60, R2: 0.87, RMSE: 0.77, RPD: 2.73
Fold 1, Epoch 2000/4000, Train Loss: 0.65, Val Loss: 1.16, R2: 0.74, RMSE: 1.08, RPD: 1.96
Fold 1, Epoch 2100/4000, Train Loss: 0.83, Val Loss: 0.72, R2: 0.84, RMSE: 0.85, RPD: 2.48
